ICD-10	ICD-10_group	disease_control_number	disease_name
C436		20087249	上肢悪性黒色腫
C764		20064896	上肢悪性腫瘍
T118		20064897	上肢圧挫損傷
T113		20093541	上肢一過性伝導障害
M7260		20096955	上肢壊死性筋膜炎
T10-1		20085722	上肢開放骨折
T111		20064899	上肢開放創
T920		20080620	上肢開放創後遺症
T068		20064898	上肢下肢損傷
T929		20080621	上肢外傷後遺症
I742		20091354	上肢急性動脈閉塞症
M6259		20064901	上肢筋萎縮
M7919		20064902	上肢筋肉痛
R298		20064903	上肢筋力低下
R252		20096973	上肢痙縮
Q279		20064904	上肢血管異常
I808		20098962	上肢血栓性静脈炎
I868		20098753	上肢血栓性静脈瘤
T10-0		20064905	上肢骨折
T921		20064906	上肢骨折後遺症
T110		20084901	上肢擦過創
T110		20064907	上肢挫傷
R208		20064876	上肢しびれ
R223		20064910	上肢腫脹
T113		20064912	上肢神経損傷
M7929		20064913	上肢神経痛
D046		20064911	上肢上皮内癌
I808		20098961	上肢静脈炎
I828		20098959	上肢静脈血栓症
T116		20064914	上肢切断
T119		20064915	上肢損傷
T0260		20094267	上肢多発骨折・下肢骨折合併
Q825		20096636	上肢単純性血管腫
G832		20064920	上肢単麻痺
T221		20091358	上肢第１度熱傷
T222		20091362	上肢第２度熱傷
T223		20091360	上肢第３度熱傷
O644		20064918	上肢脱出
R298		20064919	上肢脱力
T110		20064916	上肢打撲傷
R208		20064921	上肢知覚異常
M7969		20064922	上肢痛
I494		20095798	上室期外収縮
I471		20095799	上室頻拍
L010		20064923	上肢伝染性膿痂疹
I721		20064925	上肢動脈瘤
T220		20064926	上肢熱傷
L011		20064927	上肢膿痂疹性湿疹
L042		20064879	上肢の急性リンパ節炎
Q719		20064880	上肢の減形成
D036		20064881	上肢の上皮内黒色腫
C446		20064929	上肢皮膚癌
T113		20064930	上肢皮膚知覚神経損傷
R600		20064932	上肢浮腫
G832		20064931	上肢不全麻痺
P149		20064933	上肢分娩麻痺
T924		20064935	上肢末梢神経損傷後遺症
G832		20064934	上肢麻痺
I742		20091365	上肢慢性動脈閉塞症
H505		20064946	上斜位
H506		20064949	上斜筋腱鞘症候群
H491		20064947	上斜筋不全麻痺
H491		20064948	上斜筋麻痺
H502		20064950	上斜視
F453		20065161	常習性吃逆
I663		20091366	上小脳動脈閉塞症
I671		20091367	上小脳動脈瘤
R223		20064939	上肢瘤
G830		20064936	上肢両側麻痺
I898		20064895	上肢リンパうっ滞
I890		20094055	上肢リンパ浮腫
C003		20064952	上唇癌
Q386		20064954	上唇小帯異常
Q386		20094268	上唇小帯短縮症
S015		20095532	上唇小帯裂創
C000		20087212	上唇赤唇部癌
D100		20088136	上唇良性腫瘍
F984		20065165	常性痙攣
Q999		20065168	常染色体異常
D800		20065170	常染色体性劣性無ガンマグロブリン血症
Q929		20065166	常染色体トリソミー
Q939		20065167	常染色体モノソミー
Q612		20099464	常染色体優性多発性のう胞腎
Q808		20101130	常染色体劣性先天性魚鱗癬
Q611		20099465	常染色体劣性多発性のう胞腎
H001		20064959	上尖性霰粒腫
S3230		20095800	上前腸骨棘剥離骨折
Q268		20064960	上大静脈欠損
I871		20064961	上大静脈症候群
S252		20064962	上大静脈損傷
S250		20064964	上大動脈損傷
B689		20065186	条虫症
I728		20092435	上腸間膜動脈解離
K315		20064966	上腸間膜動脈症候群
I728		20093675	上腸間膜動脈瘤
H490		20064967	上直筋不全麻痺
H490		20064968	上直筋麻痺
R458		20065174	情緒障害
R457		20065175	情緒性ショック
R451		20065179	情緒不安定状態
F603d		20094417	情緒不安定性パーソナリティ障害
F984		20065172	常同性運動障害
F39		20065184	情動精神病
R81		20065183	情動性糖尿
T291		20091373	上半身第１度熱傷
T292		20091377	上半身第２度熱傷
T293		20091375	上半身第３度熱傷
T210		20064969	上半身熱傷
C809		20064971	上皮腫
K098		20079779	上皮真珠
K092		20064995	上皮性顎骨のう胞
D099		20064999	上皮内癌
D039		20065000	上皮内黒色腫
L720		20064970	上皮のう胞
D487		20065009	上腹部腫瘍
R190		20065010	上腹部腫瘤
R101		20065011	上腹部痛
K439		20065012	上腹壁ヘルニア
K922		20065003	上部消化管出血
C153		20065005	上部食道癌
Q262		20065006	上部心臓型総肺静脈還流異常症
C240		20087547	上部胆管癌
K458		20096945	上膀胱窩ヘルニア
I871		20066902	静脈圧迫
I809		20066903	静脈炎
I870		20066904	静脈炎後症候群
I872		20066906	静脈機能不全症
I871		20066907	静脈狭窄
I878		20086014	静脈結石
I829		20066911	静脈血栓症
I636		20066912	静脈血栓性脳梗塞
Q279		20066909	静脈欠損
I809		20066914	静脈周囲炎
R58		20066915	静脈出血
D180		20066916	静脈性血管腫
I636		20066917	静脈性脳梗塞
I829		20066913	静脈塞栓症
Q211		20066918	静脈洞欠損症
I809		20066919	静脈内膜炎
Q278		20066920	静脈閉鎖
I839		20066921	静脈瘤
I770		20066922	静脈瘤性動脈瘤
I831		20066923	静脈瘤性皮膚炎
C341		20098992	上葉小細胞肺癌
C341		20065013	上葉肺癌
C341		20098999	上葉肺腺癌
C341		20099006	上葉肺大細胞癌
C341		20098984	上葉肺扁平上皮癌
C341		20099014	上葉非小細胞肺癌
J981		20095801	上葉無気肺
C491		20095138	上腕悪性線維性組織球腫
C491		20093699	上腕悪性軟部腫瘍
C471		20095214	上腕悪性末梢神経鞘腫
S47		20080415	上腕圧挫傷
C491		20095164	上腕横紋筋肉腫
S411		20093988	上腕汚染創
C491		20095191	上腕滑膜肉腫
M6082		20065020	上腕過労性筋炎
S411		20065022	上腕貫通銃創
C446		20096321	上腕基底細胞癌
M6092		20065023	上腕筋炎
M7292		20065024	上腕筋筋膜炎
S469		20065025	上腕筋挫傷
M7912		20065027	上腕筋肉痛
M7952		20094270	上腕筋肉内異物残留
D172		20099885	上腕血管脂肪腫
D180		20065028	上腕血管腫
S459		20065029	上腕血管損傷
I808		20098966	上腕血栓性静脈炎
M8792		20091382	上腕骨頭壊死
C400		20102789	上腕骨悪性腫瘍
S4240		20086924	上腕骨遠位骨端線損傷
M939		20093649	上腕骨遠位骨端線離開
S4241		20085561	上腕骨遠位端開放骨折
S4241		20085555	上腕骨遠位端開放性粉砕骨折
S4240		20065032	上腕骨遠位端骨折
S4240		20080402	上腕骨遠位端粉砕骨折
C400		20102790	上腕骨遠位部悪性骨腫瘍
D480		20097886	上腕骨遠位部骨腫瘍
D160		20102735	上腕骨遠位部良性骨腫瘍
S4231		20085549	上腕骨開放骨折
S4231		20085551	上腕骨開放性脱臼骨折
S4231		20085550	上腕骨開放性粉砕骨折
S4221		20085545	上腕骨解剖頚開放骨折
S4220		20065037	上腕骨解剖頚骨折
S4241		20085556	上腕骨顆開放性粉砕骨折
S4241		20085553	上腕骨顆間開放骨折
S4240		20080403	上腕骨顆間骨折
S4241		20085558	上腕骨顆上開放骨折
S4240		20065090	上腕骨顆上骨折
S4240		20098697	上腕骨滑車骨折
S4240		20080404	上腕骨顆粉砕骨折
S4241		20085563	上腕骨顆部開放骨折
S4240		20065091	上腕骨顆部骨折
S4241		20085560	上腕骨外顆開放骨折
S4240		20065045	上腕骨外顆骨折
S4241		20085562	上腕骨外上顆開放骨折
S4240		20065041	上腕骨外上顆骨折
D480		20079651	上腕骨巨細胞腫
S4220		20098478	上腕骨近位骨端線損傷
M939		20093647	上腕骨近位骨端線離開
S4221		20085544	上腕骨近位端開放骨折
S4221		20085542	上腕骨近位端開放性粉砕骨折
S4220		20065050	上腕骨近位端骨折
M8442		20098737	上腕骨近位端病的骨折
S4220		20080401	上腕骨近位端粉砕骨折
C400		20102791	上腕骨近位部悪性骨腫瘍
D480		20079673	上腕骨近位部巨細胞腫
D480		20097890	上腕骨近位部骨腫瘍
D160		20102736	上腕骨近位部良性骨腫瘍
M8412		20065048	上腕骨偽関節症
S4221		20085541	上腕骨頚部開放骨折
S4220		20065052	上腕骨頚部骨折
M8402		20065053	上腕骨頚部変形治癒骨折
S4221		20085548	上腕骨外科頚開放骨折
S4221		20085547	上腕骨外科頚開放性脱臼骨折
S4220		20065038	上腕骨外科頚骨折
S4220		20065039	上腕骨外科頚脱臼骨折
C400		20102792	上腕骨骨幹部悪性骨腫瘍
S4231		20085552	上腕骨骨幹部開放骨折
S4230		20065055	上腕骨骨幹部骨折
D480		20097893	上腕骨骨幹部骨腫瘍
M8442		20098672	上腕骨骨幹部病的骨折
D160		20102737	上腕骨骨幹部良性骨腫瘍
S4230		20065058	上腕骨骨折
M8422		20101726	上腕骨骨折の遷延癒合
S4221		20085543	上腕骨骨頭開放骨折
S4220		20065060	上腕骨骨頭骨折
M920		20065061	上腕骨骨頭若年性骨軟骨症
M8692		20065057	上腕骨骨髄炎
C400		20096016	上腕骨骨肉腫
D480		20065064	上腕骨腫瘍
S4220		20098836	上腕骨小結節骨折
S4241		20085559	上腕骨小頭開放骨折
S4240		20065065	上腕骨小頭骨折
M920		20065066	上腕骨小頭若年性骨軟骨症
Z966		20093186	上腕骨人工骨頭置換術後
M8502		20100009	上腕骨線維性骨異形成症
S499		20065072	上腕骨損傷
S4221		20085546	上腕骨大結節開放骨折
S4220		20065073	上腕骨大結節骨折
S4220		20065074	上腕骨大結節剥離骨折
S4230		20065075	上腕骨脱臼骨折
S4241		20093549	上腕骨通顆開放骨折
S4240		20086916	上腕骨通顆骨折
S4241		20085557	上腕骨内顆開放骨折
S4240		20065082	上腕骨内顆骨折
T841		20103566	上腕骨内固定材の機械的合併症
S4241		20085554	上腕骨内上顆開放骨折
S4240		20065078	上腕骨内上顆骨折
D160		20100616	上腕骨内軟骨腫
Q688		20065081	上腕骨内反症
C400		20100588	上腕骨軟骨肉腫
M8562		20065031	上腕骨のう腫
P133		20099467	上腕骨の分娩損傷
M8442		20065085	上腕骨病的骨折
S4230		20065086	上腕骨粉砕骨折
M8402		20065087	上腕骨変形治癒骨折
C400		20096689	上腕骨ユーイング肉腫
S4230		20098612	上腕骨らせん骨折
D160		20102734	上腕骨良性腫瘍
S408		20084904	上腕擦過創
S468		20080412	上腕三角筋部分断裂
M6092		20065097	上腕三頭筋筋炎
M6592		20065099	上腕三頭筋腱鞘炎
S463		20079975	上腕三頭筋断裂
M7912		20065098	上腕三頭筋痛
S463		20079974	上腕三頭筋不全断裂
S411		20065094	上腕挫創
S47		20080416	上腕挫滅傷
S47		20065095	上腕挫滅創
D172		20065101	上腕脂肪腫
C491		20092796	上腕脂肪肉腫
R223		20065102	上腕腫瘤
G545		20065105	上腕神経根炎
G540		20065109	上腕神経叢圧迫症
G540		20079756	上腕神経叢下位型麻痺
G540		20065111	上腕神経叢完全麻痺
G540		20065113	上腕神経叢症候群
G540		20065114	上腕神経叢上位型麻痺
Q078		20065116	上腕神経叢転位
G540		20065117	上腕神経叢麻痺
M7922		20065118	上腕神経痛
G568		20065119	上腕神経麻痺
I808		20098965	上腕静脈炎
I828		20098963	上腕静脈血栓症
S452		20065120	上腕静脈損傷
D226		20099345	上腕青色母斑
D236		20099943	上腕石灰化上皮腫
S481		20065121	上腕切断
T873		20065122	上腕切断端神経腫
C491		20095124	上腕線維肉腫
T0221		20085709	上腕前腕開放骨折
T0220		20065123	上腕前腕骨折
S499		20065124	上腕損傷
Q711		20065127	上腕単独欠損
C491		20095252	上腕淡明細胞肉腫
T221		20091386	上腕第１度熱傷
T222		20091390	上腕第２度熱傷
T223		20091388	上腕第３度熱傷
S400		20065125	上腕打撲傷
M7962		20065128	上腕痛
S451		20065131	上腕動脈損傷
I721		20093678	上腕動脈瘤
D172		20100332	上腕軟性線維腫
D481		20065132	上腕軟部腫瘍
M6092		20065134	上腕二頭筋筋炎
M752		20065139	上腕二頭筋腱炎
M752		20065141	上腕二頭筋腱鞘炎
S462		20065142	上腕二頭筋腱断裂
S461		20065135	上腕二頭筋損傷
S462		20065136	上腕二頭筋断裂
S461		20089155	上腕二頭筋長頭腱断裂
M7912		20065138	上腕二頭筋痛
T220		20065143	上腕熱傷
L024		20065144	上腕膿瘍
S411		20100790	上腕剥皮創
S400		20093614	上腕皮下血腫
C446		20096129	上腕皮膚癌
S411		20094016	上腕皮膚欠損創
D236		20090503	上腕皮膚良性腫瘍
R600		20065145	上腕浮腫
C436		20094458	上腕部悪性黒色腫
S411		20065146	上腕部開放創
S400		20065147	上腕部挫傷
R223		20065148	上腕部腫脹
Q825		20096631	上腕部単純性血管腫
C491		20101324	上腕平滑筋肉腫
D226		20092201	上腕扁平母斑
L031		20065152	上腕蜂巣炎
C491		20095232	上腕胞巣状軟部肉腫
D046		20096437	上腕ボーエン病
D226		20092089	上腕母斑
D226		20092181	上腕母斑細胞母斑
C446		20099847	上腕メルケル細胞癌
C446		20096223	上腕有棘細胞癌
C446		20098464	上腕隆起性皮膚線維肉腫
D211		20101303	上腕良性軟部腫瘍
C491		20095239	上腕類上皮肉腫
L899		20079080	褥瘡
L899		20102117	褥瘡・ＤＴＩ
L890		20102119	褥瘡・ステージＩ
L891		20102121	褥瘡・ステージＩＩ
L892		20102123	褥瘡・ステージＩＩＩ
L893		20102125	褥瘡・ステージＩＶ
L899		20079081	褥瘡感染
L899		20079082	褥瘡性潰瘍
F527		20064383	女子色情症
L659		20064385	女子慢性びまん性脱毛症
E345		20064387	女性化症
Q562		20064391	女性仮性半陰陽
N62		20064389	女性化乳房症
E259		20064390	女性化副腎腫瘍
Q529		20064392	女性外生殖器先天異常
N730		20064394	女性急性骨盤蜂巣炎
G710		20101113	女性ジストロフィン異常症
Q529		20064395	女性性器異常
C579		20064396	女性性器癌
Q529		20064397	女性性器奇形
N819		20064399	女性性器脱
Q529		20064400	女性性器発育異常
N810		20064405	女性尿道瘤
N979		20064406	女性不妊症
N731		20064407	女性慢性骨盤蜂巣炎
T603		20098037	除草剤中毒
R298		20064412	除脳硬直
G408		20103118	徐波睡眠期持続性棘徐波を示すてんかん性脳症
R298		20064413	除皮質硬直
R001		20064409	徐脈
R001		20064410	徐脈性失神
I489		20091393	徐脈性心房細動
R001		20092631	徐脈性不整脈
I495		20086632	徐脈頻脈症候群
R001		20064411	徐脈発作
G908		20063440	自律神経炎
G904		20063441	自律神経過敏症
G909		20063445	自律神経失調症
G909		20063446	自律神経症
G909		20063448	自律神経障害
G909		20063451	自律神経性ニューロパチー
G401		20063438	自律神経てんかん
G904		20063457	自律神経反射性疼痛
F445		20063455	自律神経発作
N312		20063459	自律性神経因性膀胱
Q178		20063395	耳輪埋没症
F952		20052091	ジル・ドゥ・ラ・トゥーレット症候群
E804		20052093	ジルベール症候群
H921		20063396	耳漏
K603		20063209	痔瘻
C211		20086802	痔瘻癌
H618		20063398	耳瘻孔
K628		20063210	痔瘻術後肛門周囲炎
C64		20066204	腎悪性腫瘍
E850	N298	20066203	腎アミロイドーシス
Q614		20066206	腎異形成
T861		20095802	腎移植急性拒絶反応
T861		20066207	腎移植拒絶反応
Z940		20066208	腎移植後
Z524		20083834	腎移植ドナー
T861		20066209	腎移植不全
T861		20095806	腎移植慢性拒絶反応
N288		20066205	腎位置異常
E054		20066151	人為的甲状腺中毒症
N133		20093639	腎盂拡張
C65		20066331	腎盂癌
N200		20066332	腎盂結石症
D411		20066333	腎盂腫瘍
N12		20066334	腎盂腎炎
C65		20093687	腎盂腺癌
D301		20066335	腎盂乳頭腫
C65		20066336	腎盂乳頭状癌
C65		20093606	腎盂尿路上皮癌
C65		20093686	腎盂扁平上皮癌
N289		20066327	腎盂ポリープ
D301		20066338	腎盂良性腫瘍
N059		20066210	腎炎
N288		20066212	腎下垂症
C64		20096683	腎カルチノイド
N159		20066217	腎感染症
S370		20066215	腎外傷
R392		20066216	腎外性尿毒症
N138		20088931	腎外尿溢流
C64		20066214	腎芽腫
C64		20066218	腎癌
C795		20087548	腎癌骨転移
Q639		20066219	腎奇形
R944		20066221	腎機能検査異常
N289		20066223	腎機能低下
N280		20066224	腎虚血
A181	N291	20066227	腎結核
D177		20066230	腎血管筋脂肪腫
D177		20099894	腎血管脂肪腫
D180		20096577	腎血管腫
I150		20066231	腎血管性高血圧症
S354		20066232	腎血管損傷
N200		20066229	腎結石症
N200		20066228	腎結石自排
N132		20091395	腎結石性閉塞を伴う水腎症
Z905		20066226	腎欠損症
R31		20066235	腎血尿
R944		20066236	腎血流量低下
N258		20091396	腎原性続発性副甲状腺機能亢進症
N26		20066241	腎硬化症
T845		20093745	人工肩関節感染
M966		20102654	人工肩関節周囲骨折
Z966		20093193	人工肩関節置換術後
T840		20093747	人工肩関節の破損
T840		20093746	人工肩関節のゆるみ
Z966		20066157	人工関節
T845		20093962	人工関節感染
M966		20102656	人工関節周囲骨折
T840		20093748	人工関節の破損
T840		20066158	人工関節のゆるみ
S270		20066159	人工気胸
Z958		20087905	人工血管移植後
K914		20095534	人工肛門狭窄
Z933		20066181	人工肛門形成状態
K914		20094953	人工肛門部腸管脱出
T818		20094956	人工肛門部腸管脱出・術後早期
L309	Z434	20066186	人工肛門部皮膚炎
K914		20066185	人工肛門部びらん
T845		20085760	人工股関節感染
M966		20098034	人工股関節周囲骨折
T840		20099691	人工股関節脱臼
Z966		20093195	人工股関節置換術後
T840		20088932	人工股関節の破損
T840		20088933	人工股関節のゆるみ
J958		20099696	人工呼吸器関連肺炎
Z991		20083749	人工呼吸器装着状態
P278		20066161	人工呼吸器肺新生児
T840		20066162	人工骨頭移動
T840		20066163	人工骨頭破損
T847		20094950	人工骨感染
T888		20087941	人工歯根アバットメント脱離
T888		20087943	人工歯根アバットメント破損
T888		20087016	人工歯根アバットメント不適合
T888		20087945	人工歯根上部構造脱離
T888		20087947	人工歯根上部構造破損
T888		20087017	人工歯根上部構造不適合
T888		20087937	人工歯根脱離
T888		20087939	人工歯根破損
T888		20087018	人工歯根不適合
T888		20087549	人工歯脱離
T845		20085761	人工膝関節感染
M966		20098035	人工膝関節周囲骨折
T840		20099694	人工膝関節脱臼
Z966		20093198	人工膝関節置換術後
T840		20088934	人工膝関節の破損
T840		20088935	人工膝関節のゆるみ
T888		20088052	人工歯破損
T888		20087019	人工歯不適合
T888		20087919	人工歯磨耗
T820		20066166	人工心臓弁の機械的合併症
N980		20100982	人工授精後骨盤内炎症性疾患
T846		20066190	人工靱帯感染
T844		20066191	人工靱帯断裂
T844		20066189	人工靱帯のゆるみ
L503		20084258	人工じんま疹
O603		20096673	人工早産
N280		20066240	腎梗塞
Z437		20093626	人工腟に対する手当て
T845		20093742	人工肘関節感染
M966		20102652	人工肘関節周囲骨折
Z966		20093201	人工肘関節置換術後
T840		20093744	人工肘関節の破損
T840		20093743	人工肘関節のゆるみ
Z962		20101082	人工聴覚器植え込み状態
H212		20066168	人工的虹彩欠損
N953		20066169	人工的閉経後症候群
Z900		20066170	人工的無眼球
M8389		20066171	人工透析性骨軟化症
Z962		20100775	人工内耳植え込み状態
T857		20102598	人工内耳感染
O049		20066172	人工妊娠中絶
O074		20066173	人工妊娠中絶の不成功
O755		20066175	人工破膜後遷延分娩
L981		20066176	人工皮膚炎
T826		20090509	人工弁感染
T828		20090510	人工弁血栓
T820		20087550	人工弁不全
Z936		20066187	人工膀胱
H270		20066177	人工無水晶体眼
N280		20086614	腎コレステロール塞栓症
R31		20066238	腎後性血尿
N391		20066239	腎後性蛋白尿症
C64		20066244	腎細胞癌
N200		20066242	腎砂状結石
D868		20095536	腎サルコイドーシス
S370		20080380	腎挫傷
N289		20092361	腎疾患
D177		20066245	腎脂肪腫
C480		20092799	腎周囲脂肪肉腫
N288		20066251	腎周囲出血
N151		20066252	腎周囲膿瘍
N288		20066247	腎腫大
N288		20066253	腎出血
D410		20066248	腎腫瘍
N288		20066250	腎腫瘤
N289		20066255	腎障害
A985		20066254	腎症候性出血熱
I151		20066246	腎実質性高血圧症
L400		20066196	尋常性乾癬
Q800		20066197	尋常性魚鱗癬
L700		20066195	尋常性ざ瘡
L100		20066198	尋常性天疱瘡
L80		20066199	尋常性白斑
L738		20087392	尋常性毛瘡
B07		20082921	尋常性疣贅
A184		20066200	尋常性狼瘡
I823		20066274	腎静脈血栓症
I823		20066275	腎静脈塞栓症
S354		20066276	腎静脈損傷
N172		20066257	腎髄質壊死
E729		20066259	腎性アミノ酸尿
N250		20066258	腎性くる病
N029		20066260	腎性血尿
I151		20083975	腎性高血圧症
N250		20066263	腎性骨異栄養症
N250		20066262	腎性骨ジストロフィー
N250		20099784	腎性骨軟化症
E720		20100414	腎性シスチン症
N391		20066265	腎性蛋白尿
E798		20094059	腎性低尿酸血症
E748		20066267	腎性糖尿
N251		20066269	腎性尿崩症
N19	D638	20066270	腎性貧血
R609		20066271	腎性浮腫
N19		20066272	腎性無尿
N185	H328	20066273	腎性網膜症
N288		20086026	腎石灰化症
D300		20066279	腎腺腫
N391		20066281	腎前性蛋白尿症
R392		20066282	腎前性尿毒症
S370		20066297	腎損傷
S3701		20088474	腎損傷・骨盤腔に達する開放創合併あり
S3700		20088475	腎損傷・骨盤腔に達する開放創合併なし
D300		20066283	腎臓のう腫
M7799		20079175	靱帯炎
M2429		20079176	靱帯骨化症
M2429		20079179	靱帯弛緩
M2429		20079963	靱帯障害
T143		20079174	靱帯ストレイン
T143		20079177	靱帯損傷
T146		20079178	靱帯断裂
T143		20079180	靱帯捻挫
T143		20079181	靱帯裂傷
S370		20080379	腎打撲傷
Z905		20083758	腎摘出術後
T809		20066299	腎透析合併症
I770		20100747	腎動静脈瘻
I701		20066300	腎動脈アテローム硬化症
I778		20066301	腎動脈過形成
I701		20084082	腎動脈狭窄症
N280		20066303	腎動脈血栓症
Q272		20066305	腎動脈先天奇形
N280		20083979	腎動脈塞栓症
S354		20066306	腎動脈損傷
N280		20084105	腎動脈閉塞症
I722		20066308	腎動脈瘤
C64		20066310	腎肉腫
N172		20066311	腎乳頭壊死
N202		20066312	腎尿管結石
N281		20066201	腎のう胞
N151		20066315	腎膿瘍
S370		20066316	腎破裂
S3701		20088476	腎破裂・骨盤腔に達する開放創合併あり
S3700		20088477	腎破裂・骨盤腔に達する開放創合併なし
A527	N290	20066318	腎梅毒
N288		20066317	腎杯憩室
J65		20066192	塵肺結核
J64		20066193	塵肺症
N19		20084002	腎不全
L509		20084260	じんま疹
Q602		20066322	腎無形成
C64		20100573	腎明細胞肉腫
C64		20100575	腎ラブドイド腫瘍
D300		20066323	腎良性腫瘍
N288		20066324	腎瘻
Z436		20093623	腎瘻開口部に対する手当て
Z936		20102552	腎瘻造設状態
L982		20052094	スイート症候群
L982		20084237	スイート病
K868		20078942	膵萎縮
T868		20078940	膵移植拒絶反応
Z948		20092545	膵移植後
Z528		20094271	膵移植ドナー
T868		20078941	膵移植不全
K868		20078935	膵うっ血
B301	H131	20066349	水泳プール結膜炎
K868		20078943	膵液瘻
K868		20078945	膵壊死
K859		20078944	膵炎
K868		20093594	膵管拡張
C253		20078949	膵管癌
K868		20093596	膵管狭窄
Q445		20078950	膵管胆管合流異常
D377		20090511	膵管内管状腫瘍
C253		20090512	膵管内管状腺癌
D136		20090513	膵管内管状腺腫
D377		20090514	膵管内乳頭粘液性腫瘍
C253		20090515	膵管内乳頭粘液性腺癌
D136		20090516	膵管内乳頭粘液性腺腫
Q453		20086728	膵管癒合不全
S362		20078946	膵外傷
K868		20093588	膵外分泌機能不全
D377		20078947	膵外分泌腫瘍
C259		20088712	膵芽腫
C259		20078952	膵癌
K869		20078953	膵機能異常
K868		20084098	膵機能不全
J948		20066353	水胸
T561		20066354	水銀中毒
T561		20066355	水銀中毒性振戦
C257		20078957	膵頚部癌
D180		20096573	膵血管腫
K868		20078959	膵硬変
K868		20086615	膵コレステロール塞栓症
T543		20066356	水酸化カリウム中毒
T543		20066357	水酸化ナトリウム中毒
K869		20078960	膵疾患
D175		20092800	膵脂肪腫
C259		20092801	膵脂肪肉腫
R02		20066359	水腫性壊疽
R933		20093598	膵腫大
D377		20078961	膵腫瘍
K868		20078962	膵腫瘤
D377		20090517	膵漿液性のう胞腫瘍
C259		20090518	膵漿液性のう胞腺癌
D136		20090519	膵漿液性のう胞腺腫
H271		20066364	水晶体亜脱臼
S055		20066365	水晶体異物
H447	H446	20066366	水晶体異物残留
T818		20094757	水晶体核落下
H441		20066367	水晶体過敏性眼内炎
H270		20066369	水晶体欠損
H202		20066371	水晶体原性虹彩毛様体炎
H405		20066372	水晶体原性緑内障
Q122		20066362	水晶体コロボーマ
H271		20066375	水晶体脱臼
S057		20066376	水晶体摘出
H278		20066361	水晶体のう胞
H278		20066380	水晶体膿瘍
S052		20066363	水晶体ヘルニア
H271		20066381	水晶体偏位
H405		20066382	水晶体融解緑内障
Q02		20066360	水小頭症
L741		20066383	水晶様汗疹
D377		20097897	膵神経内分泌腫瘍
Q175		20080633	垂耳
R53		20066444	衰弱
I728		20093672	膵十二指腸動脈瘤
N133		20066384	水腎症
O268		20100890	水腎症合併妊娠
N135		20102276	水腎症を伴わない後天性腎盂尿管移行部狭窄
N133		20096742	水腎水尿管症
Q059		20066385	水髄膜瘤
E13		20078965	膵性糖尿病
E133		20088714	膵性糖尿病・眼合併症あり
E131		20088713	膵性糖尿病・ケトアシドーシス合併あり
E130		20088715	膵性糖尿病・昏睡合併あり
E134		20088716	膵性糖尿病・神経学的合併症あり
E132		20088717	膵性糖尿病・腎合併症あり
E137		20088718	膵性糖尿病・多発糖尿病性合併症あり
E136		20088719	膵性糖尿病・糖尿病性合併症あり
E139		20088720	膵性糖尿病・糖尿病性合併症なし
E135		20088721	膵性糖尿病・末梢循環合併症あり
K868	G948	20078966	膵性脳症
R18		20098847	膵性腹水
K868		20078967	膵石
Q064		20066386	水脊髄症
K868		20078968	膵石灰化症
K868		20078971	膵線維症
C259		20087551	膵腺房細胞癌
E891		20078972	膵全摘後二次性糖尿病
S362		20078985	膵損傷
S3621		20088724	膵損傷・腹腔に達する開放創合併あり
S3620		20088725	膵損傷・腹腔に達する開放創合併なし
C795		20088094	膵臓癌骨転移
K650		20078981	膵臓性腹膜炎
S362		20078984	膵臓破裂
S3621		20088722	膵臓破裂・腹腔に達する開放創合併あり
S3620		20088723	膵臓破裂・腹腔に達する開放創合併なし
H355		20066453	錐体杆体ジストロフィー
G259		20066447	錐体外路系疾患
G259		20066449	錐体外路症候群
D320		20091397	錐体斜台部髄膜腫
H355		20066445	錐体ジストロフィー
H702		20066451	錐体尖端炎
C258		20090520	膵体尾部癌
Q450		20078986	膵体尾部欠損
D377		20078987	膵体尾部腫瘍
C251		20078989	膵体部癌
G259		20066452	錐体路障害
H55		20066344	垂直眼振
Q668		20066345	垂直距骨
H510		20066346	垂直性注視麻痺
B019		20085007	水痘
P002		20092395	水痘・帯状疱疹ウイルス感染母体より出生した児
B018	J038	20066390	水痘後急性扁桃炎
B011	G051	20066392	水痘後脊髄炎
B011	G051	20066394	水痘後脳脊髄炎
G919		20066401	水頭症
Q043		20066402	水頭症性無脳症
K868		20078992	膵頭十二指腸切除後膵液瘻
B010	G020	20066396	水痘髄膜炎
B018	H192	20066397	水痘性角結膜炎
B018	H192	20066398	水痘性角膜炎
B011	G051	20066399	水痘脳炎
B012	J171	20066400	水痘肺炎
C250		20096682	膵頭部カルチノイド
C250		20078994	膵頭部癌
D377		20078995	膵頭部腫瘍
K868		20078996	膵頭部腫瘤
R688		20092266	水毒
C240		20078998	膵内胆管癌
E169		20078999	膵内分泌障害
N134		20066404	水尿管症
D377		20090521	膵粘液性のう胞腫瘍
C259		20090522	膵粘液性のう胞腺癌
D136		20090523	膵粘液性のう胞腺腫
D136		20078936	膵のう腫
K862		20078937	膵のう胞
K859		20079003	膵膿瘍
Q019		20066405	水脳瘤
K868		20079004	膵発育不全症
C252		20079007	膵尾部癌
E86		20066407	水分欠乏症
H55		20066408	水平性眼振
H510		20066409	水平性注視麻痺
K073		20066410	水平智歯
K073		20097900	水平埋伏歯
K073		20097901	水平埋伏智歯
L139		20066412	水疱症
