id	type	val
NANDO:1200009	label_ja	進行性核上性麻痺
NANDO:1200009	description_ja	進行性核上性麻痺（progressive supranuclea palsy：PSP）は、中年期以降に発症し、淡蒼球、視床下核、小脳歯状核、赤核、黒質、脳幹被蓋の神経細胞が脱落し、異常リン酸化タウ蛋白が神経細胞内及びグリア細胞内に蓄積する疾患である。病理学的には、アストロサイト内のtuft of abnormal fibers（tufted astrocytes）が、PSPに特異的な所見とされている。神経学的には、易転倒性、核上性注視麻痺、パーキンソニズム、認知症などを特徴とする。発症の原因は不明である。男性に多く発症する。　初発症状はパーキンソン病に似ているが、安静時振戦はまれで、歩行時の易転倒性、すくみ足、姿勢保持障害が目立つ。進行するにつれて、頸部の後屈と反り返った姿勢、垂直性核上性眼球運動障害（初期には、眼球運動の随意的上下方向運動が遅くなり、ついには下方視ができなくなる。）、構音障害や嚥下障害、想起障害と思考の緩慢を特徴とする認知症や注意力低下が出現する。徐々に歩行不能、立位保持不能となって、寝たきりになる。
NANDO:1200010	label_ja	パーキンソン病
NANDO:1200010	description_ja	パーキンソン病は、黒質のドパミン神経細胞の変性を主体とする進行性変成疾患である。４大症状として(１)安静時振戦、(２)筋強剛（筋固縮）、(３)無動・寡動、(４)姿勢反射障害を特徴とする。このほか(５)同時に２つの動作をする能力の低下、(６)自由にリズムを作る能力の低下を加えると、ほとんどの運動症状を説明することができる。近年では運動症状のみならず、精神症状などの非運動症状も注目されている。発症年齢は50～65歳に多いが、高齢になるほど発病率が増加する。40歳以下で発症するものは若年性パーキンソン病と呼ばれる。この中には遺伝子異常が明らかにされた症例も含まれる。
NANDO:1200011	label_ja	大脳皮質基底核変性症
NANDO:1200011	description_ja	大脳皮質基底核変性症（corticobasal degeneration：CBD）は、大脳皮質と皮質下神経核（特に、黒質と淡蒼球）の神経細胞が脱落し、神経細胞及びグリア細胞内に異常リン酸化タウが蓄積する疾患である。典型的には、(１)中年期以降に発症し、緩徐に進行する神経変性疾患で、(２)大脳皮質徴候として肢節運動失行、観念運動失行、皮質性感覚障害、把握反応、他人の手徴候などが現れ、及び(３)錐体外路徴候として無動・筋強剛やジストニア、ミオクローヌスが出現し、(４)これらの神経症候に顕著な左右差がみられる疾患である。しかし、剖検例の集積により、左右差のない例、認知症や失語が前景にたつ例、進行性核上性麻痺の臨床症候を呈した例など非典型例が数多く報告され、CBDの臨床像は極めて多彩であることが明らかになった。
NANDO:1200012	label_ja	ハンチントン病
NANDO:1200012	description_ja	ハンチントン病は、常染色体優性遺伝様式をとり、舞踏病運動を主体とする不随意運動と精神症状、認知症を主症状とする慢性進行性神経変性疾患である。ハンチントン病はポリグルタミン病の１つで、病因遺伝子は第４染色体短腕4p16.3のHTTである。遺伝子産物はhuntingtinとよばれる。浸透の高い遺伝病とされており、環境による発症率の差異は報告されていない。ポリグルタミン病の特徴としての表現促進現象がみられる。　主として成人に発症し、好発年齢は30歳台であるが、小児期から老齢期まで様々な年齢での発症がみられる。男女差はない。約10％の症例は20歳以下で発症し、若年型ハンチントン病と称する。優性遺伝のため、多くは両親のどちらかが本症に罹患しているが、小児期発症例（特に幼児期発症例）の場合には、表現促進現象のため小児発症者の遺伝子診断が、両親のどちらかにとっての発症前診断となってしまうこともあり留意する必要がある。罹病期間は一般に10～20年である。臨床像では、舞踏運動を主症状とする不随意運動と精神症状とがある。舞踏運動は早期には四肢遠位部にみられることが多いが、次第に全身性となり、ジストニアなど他の不随意運動が加わる。運動の持続障害があり、転倒、手の把持持続障害の要因となる。精神症状には人格障害と易刺激性、うつなどの感情障害と認知機能低下を認める。進行期になると立位保持が不能となり、臥床状態となる。てんかん発作を合併することもある。
NANDO:1200013	label_ja	神経有棘赤血球症
NANDO:1200013	description_ja	神経有棘赤血球症には、数疾患が含まれている。代表は、有棘赤血球舞踏病とMcLeod症候群である。その他、ハンチントン病類症型（Huntington disease-like2）やパンテトン酸キナーゼ関連神経変性症（Pahtothenate kinase associated neurodegeneration：PKAN）（ハラールフォルデン・シュパッツ症候群（Hallervorden Spatz syndrome））などもこの群に含まれる。いずれも末梢血に有棘赤血球を認め、神経学的には舞踏運動を中心とする不随意運動を認める。我が国での疫学調査では全国で約100人程度の患者が見出されているが、詳細は不明である。
NANDO:1200014	label_ja	有棘赤血球舞踏病
NANDO:1200015	label_ja	Mcleod症候群
NANDO:1200016	label_ja	シャルコー・マリー・トゥース病
NANDO:1200016	description_ja	シャルコー・マリー・トゥース病（Charcot-Marie-Tooth disease：CMT）は、臨床症状、電気生理学的検査所見、神経病理所見に基づいて、脱髄型、軸索型、中間型に大別され、さらにいくつかのサブタイプに分けられる。脱髄型CMTでは、一般的に神経伝導速度は38m/s以下、活動電位はほぼ正常又は軽度低下を示し、腓腹神経所見では節性脱髄、onion bulb の形成を認める。軸索型CMTでは、神経伝導速度は正常または軽度低下を示すが、活動電位は明らかに低下し、腓腹神経所見では有髄線維の著明な減少を示す。いずれとも分けられない場合は、中間型CMTとしている。原因遺伝子が次々と明らかになり、その病態の解明が進んでいる。
NANDO:1200017	label_ja	脱髄型シャルコー・マリー・トゥース病
NANDO:1200017	synonym_ja	脱髄型CMT
NANDO:1200018	label_ja	軸索型シャルコー・マリー・トゥース病
NANDO:1200018	synonym_ja	軸索型CMT
NANDO:1200019	label_ja	中間型シャルコー・マリー・トゥース病
NANDO:1200019	synonym_ja	中間型CMT
NANDO:1200020	label_ja	重症筋無力症
NANDO:1200020	description_ja	重症筋無力症（MG）は、神経筋接合部のシナプス後膜上の分子に対する臓器特異的自己免疫疾患で、筋力低下を主症状とする。本疾患には胸腺腫や胸腺過形成などの胸腺異常が合併する。自己免疫の標的分子はニコチン性アセチルコリン受容体（AChR）が85％、筋特異的受容体型チロシンキナーゼ（MuSK）が5-10％とされている。LDL受容体関連蛋白4（Lrp4）を標的とする自己抗体も明らかになってきているが、他にも陽性になる疾患があり、その意義については検討を要する。臨床症状は骨格筋の筋力低下で、運動の反復により筋力が低下する（易疲労性）、夕方に症状が増悪する（日内変動）などを特徴とする。主な症状は、眼瞼下垂、複視などの眼症状、四肢・頸筋の筋力低下､構音障害､嚥下障害で､重症例では呼吸障害を来す。
NANDO:1200021	label_ja	先天性筋無力症候群
NANDO:1200021	description_ja	先天性筋無力症候群は、神経筋接合部分子の先天的な欠損及び機能異常により、筋力低下や易疲労性を来す疾患である。アセチルコリン受容体が欠損をする「終板アセチルコリン受容体欠損症」、アセチルコリン受容体のイオンチャンネルの開口時間が異常延長する「スローチャンネル症候群」、異常短縮する「ファーストチャンネル症候群」、骨格筋ナトリウムチャンネルの開口不全を起こす「ナトリウムチャンネル筋無力症」、アセチルコリン分解酵素が欠損をする「終板アセチルコリンエステラーゼ欠損症」、神経終末のアセチルコリン再合成酵素が欠損をする「発作性無呼吸を伴う先天性筋無力症」に分類される。
NANDO:1200022	label_ja	多発性硬化症／視神経脊髄炎
NANDO:1200022	description_ja	多発性硬化症（multiple sclerosis：MS）は、中枢神経系の慢性炎症性脱髄疾患であり、時間的・空間的に病変が多発するのが特徴である。通常、詳細な病歴聴取や経時的な神経学的診察により時間的・空間的な病変の多発性を証明し、他の疾患を否定することで診断が確定する。　一方、主として視神経と脊髄に由来する症候を呈する患者の中には、視神経脊髄炎（Neuromyelitis Optica Spectrum Disorders：NMOSD）の病態を有する患者が含まれている。NMOSDは、元来、視神経と脊髄を比較的短期間に強く障害する炎症性の病態を背景にした、再発しない疾患として知られていたが、近年再発性の病態が一般的であることが明らかにされ、血清中に存在する抗アクアポリン４（AQP4）抗体の病態形成への関与が解明されつつある。MSとNMOSDは、現時点では、１つの疾患群として捉えられている。
NANDO:1200023	label_ja	多発性硬化症
NANDO:1200024	label_ja	再発寛解型多発性硬化症
NANDO:1200024	synonym_ja	再発寛解型MS | 再発型MS
NANDO:1200025	label_ja	一次性進行型多発性硬化症
NANDO:1200025	synonym_ja	一次性進行型MS
NANDO:1200026	label_ja	二次性進行型多発性硬化症
NANDO:1200026	synonym_ja	二次性進行型MS
NANDO:1200027	label_ja	視神経脊髄炎
NANDO:1200028	label_ja	Baló病
NANDO:1200028	synonym_ja	バロー同心円硬化症
NANDO:1200029	label_ja	慢性炎症性脱髄性多発神経炎／多巣性運動ニューロパチー
NANDO:1200029	description_ja	慢性炎症性脱髄性多発神経炎／多巣性運動ニューロパチーは、２か月以上にわたる慢性進行性あるいは階段性、再発性の左右対称性の四肢の遠位、近位筋の筋力低下・感覚障害を主徴した原因不明の末梢神経疾患である。病因は、末梢神経ミエリンの構成成分に対する免疫異常により生ずる自己免疫性疾患と考えられているが、詳細は不明である。
NANDO:1200030	label_ja	慢性炎症性脱髄性多発神経炎
NANDO:1200031	label_ja	多巣性運動ニューロパチー
NANDO:1200032	label_ja	封入体筋炎
NANDO:1200032	description_ja	臨床的には中高年以降に緩徐進行性の経過で四肢、特に大腿部や手指・手首屈筋を侵し、副腎皮質ステロイドによる効果はないか、あっても一時的である。筋への炎症性細胞浸潤、特に非壊死線維への浸潤が特徴とされる。筋線維の縁取り空胞と併せて筋病理学的に診断される。
NANDO:1200033	label_ja	クロウ・深瀬症候群
NANDO:1200033	description_ja	これまでクロウ・深瀬（Crow‐Fukase）症候群、POEMS（Polyneuropathy, Organomegaly, Endocrinopathy, M-Protein, and Skin Changes Syndrome）症候群、高月病、PEP症候群などの名称で呼ばれているが、これらは全て同一の疾患である。現在、本邦においては、クロウ・深瀬症候群、欧米ではPOEMS症候群と呼ばれることが多い。POEMSとは、多発性神経炎、臓器腫大、内分泌異常、M蛋白、皮膚症状の頭文字を表している。1997年に、本症候群患者血清中の血管内皮増殖因子（VEGF）が異常高値となっていることが報告されて以来、VEGFが多彩な症状を惹起していることが推定されている。すなわち、本症候群は、形質細胞単クローン性増殖が基礎に存在し、多発ニューロパチーを必須として、多彩な症状を併存する症候群と定義し得る。　疫学としては、深瀬らの報告以来、我が国において多くの報告がある。発症に地域特異性はなく、全国に広く分布している。また、発症は20歳代から80歳代と広く分布している。平均発症年齢は男女ともに48歳であり、多発性骨髄腫に比較して約10歳若い。2004年の厚生労働省難治性疾患克服研究事業「免疫性神経疾患に関する調査研究班」による全国調査では、国内に約340名の患者がいることが推定された。欧米からの報告は少なく、日本においてより頻度の高い疾患であるとされている。
NANDO:1200033	synonym_ja	POEMS症候群
NANDO:1200034	label_ja	多系統萎縮症
NANDO:1200034	description_ja	多系統萎縮症（multiple system atrophy：MSA）は成年期（30歳以降、多くは40歳以降）に発症し、組織学的には神経細胞とオリゴデンドログリアに不溶化したαシヌクレインが蓄積し、進行性の細胞変性脱落を来す疾患である。初発から病初期の症候が小脳性運動失調であるものはオリーブ橋小脳萎縮症（olivopontocerebellar atrophy：OPCA）、パーキンソニズムであるものは線条体黒質変性症、そして特に起立性低血圧など自律神経障害の顕著であるものはシャイ・ドレーガー症候群と各々の原著に従い称されてきた。いずれも進行するとこれら三大症候は重複してくること、画像診断でも脳幹と小脳の萎縮や線条体の異常等の所見が認められ、かつ組織病理も共通していることから多系統萎縮症と総称されるようになった。
NANDO:1200035	label_ja	MSA-C
NANDO:1200035	synonym_ja	小脳失調優位型
NANDO:1200036	label_ja	MSA-P
NANDO:1200037	label_ja	脊髄小脳変性症
NANDO:1200037	description_ja	脊髄小脳変性症とは、運動失調あるいは痙性対麻痺を主症状とし、原因が、感染症、中毒、腫瘍、栄養素の欠乏、奇形、血管障害、自己免疫性疾患等によらない疾患の総称である。遺伝性と孤発性に大別される。　臨床的には小脳性の運動失調症候あるいは痙性対麻痺を主体とする。いずれも小脳症状のみが目立つもの（純粋小脳型）と、小脳以外の病変、症状が目立つもの（多系統障害型）に大別される。劣性遺伝性の一部で後索性の運動失調症候を示すものがある。同じく、緩慢進行性の痙性対麻痺を主徴とする疾患群においては、臨床的に痙性対麻痺を主症候とする病型（純粋型）と、他の系統障害の症候を伴う病型（複合型）に区別される。
NANDO:1200038	label_ja	孤発性脊髄小脳変性症
NANDO:1200039	label_ja	皮質性小脳萎縮症
NANDO:1200040	label_ja	常染色体優性遺伝性脊髄小脳変性症
NANDO:1200041	label_ja	脊髄小脳失調症３型
NANDO:1200041	synonym_ja	マチャド・ジョセフ病
NANDO:1200042	label_ja	脊髄小脳失調症６型
NANDO:1200043	label_ja	歯状核赤核淡蒼球ルイ体萎縮症
NANDO:1200044	label_ja	脊髄小脳失調症３１型
NANDO:1200045	label_ja	脊髄小脳失調症１型
NANDO:1200046	label_ja	脊髄小脳失調症２型
NANDO:1200047	label_ja	脊髄小脳失調症７型
NANDO:1200048	label_ja	脊髄小脳失調症３６型
NANDO:1200049	label_ja	常染色体劣性遺伝性脊髄小脳変性症
NANDO:1200050	label_ja	ビタミンE単独欠乏性失調症
NANDO:1200051	label_ja	アプラタキシン欠損症
NANDO:1200051	synonym_ja	眼球運動失行を伴う失調症 | 低アルブミン血症を伴う早発型脊髄小脳変性症
NANDO:1200052	label_ja	痙性対麻痺
NANDO:1200053	label_ja	痙性対麻痺（純粋型）
NANDO:1200054	label_ja	痙性対麻痺（複合型）
NANDO:1200055	label_ja	ライソゾーム病
NANDO:1200055	description_ja	ライソゾーム病は、ライソゾーム内の酸性分解酵素の遺伝的欠損により、ライソゾーム内に大量の脂質あるいはムコ多糖などを蓄積し、肝臓・脾臓の腫大、骨変形、中枢神経障害など、種々な症状を呈する疾患群であり、現在60種の疾患が含まれる。
NANDO:1200056	label_ja	ゴーシェ病
NANDO:1200056	synonym_ja	Gaucher病
NANDO:1200057	label_ja	ゴーシェ病１型
NANDO:1200057	synonym_ja	Gaucher病1型
NANDO:1200058	label_ja	ゴーシェ病２型
NANDO:1200058	synonym_ja	Gaucher病2型
NANDO:1200059	label_ja	ゴーシェ病３型
NANDO:1200059	synonym_ja	Gaucher病3型
NANDO:1200060	label_ja	ニーマン・ピック病A、B型
NANDO:1200060	synonym_ja	Niemann-Pick病A型、B型
NANDO:1200061	label_ja	ニーマン・ピック病A型
NANDO:1200061	synonym_ja	Niemann-Pick病A型
NANDO:1200062	label_ja	ニーマン・ピック病B型
NANDO:1200062	synonym_ja	Niemann-Pick病B型
NANDO:1200063	label_ja	ニーマン・ピック病C型
NANDO:1200063	synonym_ja	Niemann-Pick病C型
NANDO:1200064	label_ja	乳児型ニーマン・ピック病C型
NANDO:1200064	synonym_ja	Niemann-Pick病C型（乳児型）
NANDO:1200065	label_ja	成人型ニーマン・ピック病C型
NANDO:1200065	synonym_ja	Niemann-Pick病C型（成人型）
NANDO:1200066	label_ja	GM1ガングリオシドーシス
NANDO:1200067	label_ja	乳児型GM1-ガングリオシドーシス
NANDO:1200068	label_ja	若年型GM1-ガングリオシドーシス
NANDO:1200069	label_ja	成人型GM1-ガングリオシドーシス
NANDO:1200070	label_ja	GM2ガングリオシドーシス
NANDO:1200071	label_ja	Tay-Sachs病
NANDO:1200071	synonym_ja	テイ・サックス病
NANDO:1200072	label_ja	サンドホフ病
NANDO:1200073	label_ja	AB型GM2ガングリオシドーシス
NANDO:1200074	label_ja	クラッベ病
NANDO:1200074	synonym_ja	Krabbe病
NANDO:1200075	label_ja	乳児型クラッベ病
NANDO:1200075	synonym_ja	Krabbe病（乳児型）
NANDO:1200076	label_ja	若年型クラッベ病
NANDO:1200076	synonym_ja	Krabbe病（若年型）
NANDO:1200077	label_ja	成人型クラッベ病
NANDO:1200077	synonym_ja	Krabbe病（成人型）
NANDO:1200078	label_ja	異染性白質ジストロフィー
NANDO:1200079	label_ja	後期乳児型異染性白質ジストロフィー
NANDO:1200080	label_ja	若年型異染性白質ジストロフィー
NANDO:1200081	label_ja	成人型異染性白質ジストロフィー
NANDO:1200082	label_ja	サポシンB欠損症
NANDO:1200083	label_ja	マルチプルサルファターゼ欠損症
NANDO:1200083	synonym_ja	多発性スルファターゼ欠損症 | マルチプルスルファターゼ欠損症
NANDO:1200084	label_ja	新生児型マルチプルスルファターゼ欠損症
NANDO:1200085	label_ja	乳幼児型マルチプルスルファターゼ欠損症
NANDO:1200086	label_ja	ファーバー病
NANDO:1200086	synonym_ja	Farber病
NANDO:1200087	label_ja	古典型ファーバー病
NANDO:1200087	synonym_ja	Farber病（古典型）
NANDO:1200088	label_ja	中間型ファーバー病
NANDO:1200088	synonym_ja	Farber病（中間型）
NANDO:1200089	label_ja	軽症型ファーバー病
NANDO:1200089	synonym_ja	Farber病（軽症型）
NANDO:1200090	label_ja	新生児型ファーバー病
NANDO:1200090	synonym_ja	Farber病（新生児型）
NANDO:1200091	label_ja	進行性神経障害型ファーバー病
NANDO:1200091	synonym_ja	Farber病（神経進行型）
NANDO:1200092	label_ja	サンドホフ病合併型ファーバー病
NANDO:1200092	synonym_ja	Farber病（サンドホッフ病合併型）
NANDO:1200093	label_ja	ファーバー病（プロサポシン欠損型）
NANDO:1200093	synonym_ja	Farber病（プロサポシン欠損型）
NANDO:1200094	label_ja	Hurler症候群
NANDO:1200094	synonym_ja	ムコ多糖症I型 （Hurler症候群） | ハーラー症候群
NANDO:1200095	label_ja	Scheie症候群
NANDO:1200095	synonym_ja	ムコ多糖症I型 （Scheie症候群） | シェイエ症候群
NANDO:1200096	label_ja	Hurler／Scheie症候群
NANDO:1200096	synonym_ja	ムコ多糖症I型 （Hurler／Scheie症候群） | ハーラー／シェイエ症候群
NANDO:1200097	label_ja	Hunter症候群
NANDO:1200097	synonym_ja	ハンター症候群 | ムコ多糖症II型
NANDO:1200098	label_ja	ハンター症候群（重症型）
NANDO:1200098	synonym_ja	ムコ多糖症II型 （重症型）
NANDO:1200099	label_ja	ハンター症候群（軽症型）
NANDO:1200099	synonym_ja	ムコ多糖症II型 （軽症型）
NANDO:1200100	label_ja	サンフィリッポ症候群
NANDO:1200100	synonym_ja	ムコ多糖症III型
NANDO:1200101	label_ja	サンフィリッポ症候群A型
NANDO:1200101	synonym_ja	ムコ多糖症III型A型
NANDO:1200102	label_ja	サンフィリッポ症候群B型
NANDO:1200102	synonym_ja	ムコ多糖症III型B型
NANDO:1200103	label_ja	サンフィリッポ症候群C型
NANDO:1200103	synonym_ja	ムコ多糖症III型C型
NANDO:1200104	label_ja	サンフィリッポ症候群D型
NANDO:1200104	synonym_ja	ムコ多糖症III型D型
NANDO:1200105	label_ja	モルキオ症候群
NANDO:1200105	synonym_ja	Morquio症候群 | ムコ多糖症IV型
NANDO:1200106	label_ja	モルキオ症候群A型
NANDO:1200106	synonym_ja	ムコ多糖症IV型A型
NANDO:1200107	label_ja	モルキオ症候群B型
NANDO:1200107	synonym_ja	ムコ多糖症IV型B型
NANDO:1200108	label_ja	マロトー・ラミー症候群
NANDO:1200108	synonym_ja	Maroteaux-Lamy症候群 | ムコ多糖症VI型
NANDO:1200109	label_ja	マロトー・ラミー症候群（重症型）
NANDO:1200109	synonym_ja	ムコ多糖症VI型 （重症型） | Maroteaux-Lamy症候群（重症型）
NANDO:1200110	label_ja	マロトー・ラミー症候群（軽症型）
NANDO:1200110	synonym_ja	ムコ多糖症VI型 （軽症型） | Maroteaux-Lamy症候群（軽症型）
NANDO:1200111	label_ja	Sly病
NANDO:1200111	synonym_ja	ムコ多糖症VII型
NANDO:1200112	label_ja	Sly病（新生児型）
NANDO:1200112	synonym_ja	ムコ多糖症VII型 （新生児型）
NANDO:1200113	label_ja	Sly病（中間型）
NANDO:1200113	synonym_ja	ムコ多糖症VII型 （中間型）
NANDO:1200114	label_ja	Sly病（軽症型）
NANDO:1200114	synonym_ja	ムコ多糖症VII型 （軽症型）
NANDO:1200115	label_ja	ヒアルロニダーゼ欠損症
NANDO:1200115	synonym_ja	ムコ多糖症IX型 
NANDO:1200116	label_ja	シアリドーシス
NANDO:1200117	label_ja	シアリドーシスI型
NANDO:1200118	label_ja	シアリドーシスII型
NANDO:1200119	label_ja	ガラクトシアリドーシス
NANDO:1200120	label_ja	新生児及び早期乳児型ガラクトシアリドーシス
NANDO:1200121	label_ja	晩期乳児型ガラクトシアリドーシス
NANDO:1200122	label_ja	若年及び成人型ガラクトシアリドーシス
NANDO:1200123	label_ja	ムコリピドーシスII型,III型
NANDO:1200124	label_ja	ムコリピドーシスII型
NANDO:1200124	synonym_ja	I-cell病
NANDO:1200125	label_ja	ムコリピドーシスIII型
NANDO:1200126	label_ja	α-マンノシドーシス
NANDO:1200127	label_ja	乳児型α - マンノシドーシス
NANDO:1200127	synonym_ja	乳児型（type I）
NANDO:1200128	label_ja	若年成人型α - マンノシドーシス
NANDO:1200128	synonym_ja	若年成人型（type II）
NANDO:1200129	label_ja	β-マンノシドーシス
NANDO:1200130	label_ja	フコシドーシス
NANDO:1200131	label_ja	乳児型フコシドーシス
NANDO:1200132	label_ja	軽症型フコシドーシス
NANDO:1200133	label_ja	アスパルチルグルコサミン尿症
NANDO:1200134	label_ja	シンドラー病
NANDO:1200135	label_ja	シンドラー病I型
NANDO:1200135	synonym_ja	Schindler病I型
NANDO:1200136	label_ja	シンドラー病II型
NANDO:1200136	synonym_ja	Schindler病II型 | 神崎病
NANDO:1200137	label_ja	シンドラー病III型
NANDO:1200137	synonym_ja	Schindler病III型
NANDO:1200138	label_ja	ポンぺ病
NANDO:1200138	synonym_ja	Pompe病
NANDO:1200139	label_ja	乳児型ポンペ病
NANDO:1200139	synonym_ja	Pompe病（乳児型）
NANDO:1200140	label_ja	小児型ポンペ病
NANDO:1200140	synonym_ja	Pompe病（小児型）
NANDO:1200141	label_ja	成人型ポンペ病
NANDO:1200141	synonym_ja	Pompe病（成人型）
NANDO:1200142	label_ja	酸性リパーゼ欠損症
NANDO:1200143	label_ja	ウォルマン病
NANDO:1200143	synonym_ja	Wolman病
NANDO:1200144	label_ja	コレステロールエステル蓄積症
NANDO:1200145	label_ja	ダノン病
NANDO:1200145	synonym_ja	Danon病
NANDO:1200146	label_ja	遊離シアル酸蓄積症
NANDO:1200147	label_ja	乳児型遊離シアル酸蓄積症
NANDO:1200147	synonym_ja	遊離シアル酸蓄積症（重症型）
NANDO:1200148	label_ja	中間型遊離シアル酸蓄積症
NANDO:1200148	synonym_ja	重症Salla病
NANDO:1200149	label_ja	サラ病
NANDO:1200149	synonym_ja	遊離シアル酸蓄積症（軽症型） | Salla病
NANDO:1200150	label_ja	セロイドリポフスチノーシス
NANDO:1200151	label_ja	先天型神経セロイドリポフスチン症
NANDO:1200152	label_ja	乳児型神経セロイドリポフスチン症
NANDO:1200153	label_ja	遅発乳児型神経セロイドリポフスチン症
NANDO:1200154	label_ja	若年型神経セロイドリポフスチン症
NANDO:1200154	synonym_ja	Batten病
NANDO:1200155	label_ja	成人型神経セロイドリポフスチン症
NANDO:1200156	label_ja	セロイドリポフスチノーシス（非定型型）
NANDO:1200157	label_ja	ファブリー病
NANDO:1200157	synonym_ja	Fabry病
NANDO:1200158	label_ja	古典型ファブリー病
NANDO:1200158	synonym_ja	Fabry病（古典型）
NANDO:1200159	label_ja	亜型ファブリー病
NANDO:1200159	synonym_ja	Fabry病（亜型）
NANDO:1200160	label_ja	ファブリー病顕性ヘテロ接合体
NANDO:1200160	synonym_ja	Fabry病（顕性ヘテロ接合体）
NANDO:1200161	label_ja	シスチン症
NANDO:1200162	label_ja	腎型シスチン症
NANDO:1200163	label_ja	中間型シスチン症
NANDO:1200164	label_ja	非腎型シスチン症
NANDO:1200164	synonym_ja	シスチン症（眼型）
NANDO:1200165	label_ja	副腎白質ジストロフィー
NANDO:1200165	description_ja	副腎白質ジストロフィーは、副腎不全と中枢神経系の脱髄を主体とするX連鎖性形式の遺伝性疾患である。小児大脳型、思春期大脳型、副腎脊髄ニューロパチー（adrenomyeloneuropathy：AMN）、成人大脳型、小脳・脳幹型、アジソン型、女性発症者などの臨床病型が存在し、各々の臨床経過、予後は異なる。生化学的特徴としては、中枢神経系だけでなく、ほとんどの組織や血漿、赤血球膜、白血球などにおいて極長鎖脂肪酸の増加がみられる。
NANDO:1200166	label_ja	小児大脳型副腎白質ジストロフィー
NANDO:1200166	synonym_ja	副腎白質ジストロフィー（小児大脳型）
